,name,rating,num_reviews
ChIJf-Ur-PseNj4Rz_LobUC-aNE,Golden Oven Bokhari Restaurant,3.8,1244
ChIJw6T38FbpST4RL3ndUNgAA5U,Takara Restaurant ® مطعم تاكارا,4.7,4758
ChIJozUKrFvoST4RBcvO2OiYJl4,Olive Branch Restaurant مطعم غصن الزيتون,4.8,3317
ChIJK_oOF3H8ST4RVVvCkzOAPcA,مطعم جحا المصري,4.2,441
ChIJfTwSDF39ST4RKS0_xm1KCJQ,McDonald's,3.6,2300
ChIJ3w31YPboST4RvSrgJlp4BCc,مطعم الرواق الشعبي / قيصيرية الخبر مول,4.1,1530
ChIJEf4e-d_9ST4RAfT9zPuUyLQ,Indian Tanoor Restaurant,4.3,2225
ChIJU72cWtblST4RFrR8xmPyfB8,Farm Supersto,3.9,1112
ChIJYVC2gJXjST4RK7M6bp0I4uw,المذاق المغربي,4.2,120
ChIJNReovx39ST4RxN4CT9wuRhM,مطعم المصريين للاكلات الشعبية,4.5,46
ChIJNfXDIv3lST4RndKxLZd0zsY,Chick-ed تشيك-اد,4.6,464
ChIJ3ySCZIICNj4RumFgoK7uImk,Shobrah Al Bukhari Restaurant,4,1229
ChIJSb2qquDpST4RiV4Ipc-GC0c,Burger Site,4.6,2129
ChIJRbbAkAr_ST4RWPCjS3ed87E,Aristo Coffee - اريستو كوفي,4.5,209
ChIJhRHRIVLpST4R-uFaX50_r6k,Methods Specialty Coffee,4.3,399
ChIJtbV1Aur9ST4RFOPSOP7UpzA,C house Cafe,3.6,8
ChIJRbM8f7_DST4RRf5n_pah-uU,Blue Garden Restaurant Khobar,4.1,10964
ChIJ2UuxlPT8ST4RG6Fr_Hy8kKY,مشويات البراحة,4.2,2864
ChIJ6amsuUf-ST4RSklte6RiCww,مطعم كاونتري سيهات - Country Restaurant,4,499
ChIJdSXHAr_9ST4R9xjrnVQ-95U,Rose Sham,4,905
ChIJaYwqaaXoST4RFfrET6XOw3k,Derby Coffee - دربي كافيه,3.9,51
ChIJK2w0ICrjST4RtkHhIxwhj7Y,Fareej Al Mubarakia,4.1,5459
ChIJhaE1nEDnST4RfCKiTucdJGo,Moalem Alshami Barbecue,4.2,606
ChIJQ1e-d1DDST4Rhwdt1BZsSSs,Diwaniyat al-Dirah,4.2,3028
ChIJRzjy9Cz8ST4RRLgjjS5npGw,"ڤيروتشي كافيه Verocci Cafe ""Mohamadyah"" ༄",4.2,55
ChIJixc_rer7ST4Rk6AkRkI7YR8,Steak House,4.3,5125
ChIJ-ddRrCr7ST4ROhFromFjY-w,Shrimp Nation,4.2,3801
ChIJ67KSH4L-ST4RkJJInSAZhFU,Papparoti,3.5,179
ChIJWWr0cvn9ST4R6fEU8_EdwEc,مطعم سفرة الفريج,4,335
ChIJ7WDJS___ST4RtWudoa87jgo,Inno Store & Coffee مقهى وادوات قهوة مختصة,4.6,16
ChIJLf0yTlX7ST4REVf2VvNt1HE,017 specialty coffee,4.7,902
ChIJC9GAr6TjST4Ru1-QkzSMvA8,شاي شاهي راهي,4.7,135
ChIJgfCokOT7ST4RpcYEVudalpQ,Maoon Restarunt,4.5,919
ChIJeZkkPbroST4Rfi44kdj26k4,Pezzo,3.4,21
ChIJw40Hg0PvST4R6aQnzfwJTSQ,Manoosha Alreef,4.1,1430
ChIJaQstx277ST4Rx_l9X8q_Q8g,McDonald's,3.8,4365
ChIJd1_D9mIDNj4RfHtR-VRA8kQ,Al-Fanar Coffee,3.2,38
ChIJo2fbhDT-ST4RfxT0jYN8Lqg,Abu Arif,4.5,1506
ChIJh3rDVADjST4R1P6v5RltKKM,مطعم تثليث البخاري,3.1,15
ChIJI1UmZXfpST4RGXt4czWUSaY,T1 Tea,4.5,679
ChIJu1gfzWboST4R9IIlkIpO5BQ,Savor Bakery (Al Khobar),4.5,1114
ChIJlfxtYSfpST4RO9fzUbT7jd8,Sofrat Soifat مطعم سفرة سعيفات المندي الحساوي,4.1,1003
ChIJvV1_fMzlST4RvX6oJCQdyys,Party Box,4.3,929
ChIJw0ppm9n9ST4RTaTeT8CYyBg,UMQ Coffee 2.2,4.5,641
ChIJSVZ9gSnoST4Rd2ymViWlLok,Como Seafood Restaurant,4.1,3890
ChIJR4TlCHvnST4RXOHFLMOIWkI,BLU Sea Bites | بلو سي بايتس,4.5,840
ChIJlV04AE7_ST4RIiG4Qx4WT-c,مشويات بويوسف,5,5
ChIJVyx-zIbnST4RmqZR9xiNwEA,Lily Café,4.3,575
ChIJFY8Wh0D9ST4REyCyEj4H02c,أقاشي اولاد أم روابة ( مؤسسة منال العتيبي),4.4,370
ChIJJWRUJhTDST4RRpAUUQ7VDo8,Restaurant Madghut Basamati,3.9,355
ChIJE9dvRiboST4RbhQnKlOsx7Y,Shalimar Restaurant,4.1,4168
ChIJ10egzznvST4RHHu-A70jkhA,شاورمجي | SHAWERMAGY,4.1,1705
ChIJ2XvdQcnDST4RuWvjQekJr0g,Mare cafe,4.4,7
ChIJExTf4PvlST4RKgoKVm_UzOc,نمط Namat Health Kitchen,4.2,261
ChIJ58oYduThST4RPpEsem-9XIk,شركة ألذ طبق لتقديم الوجبات شركة شخص واحد,4.6,84
ChIJH-L146DjST4Rq2QNVBfDPRc,Subway,4.2,253
ChIJG_tirH_7ST4RtGckfff25SQ,مطبخ ومطعم واحة شبام,4.2,676
ChIJWUTnL9HdST4RBf3Ayl_AaA0,Shrq Coffee Roasters (Al Azizia),4.5,860
ChIJtXZeLon9ST4RifHt1QIlxEA,Kudu - King Saud-Dammam,3.8,1221
ChIJMzGJ0Hn8ST4RS7_X9-qkssI,Holidays Restaurant,4,2438
ChIJlVypOqr-ST4RL2jtOOwcFZU,Herfy 352,3.5,593
ChIJ-TUgm0H-ST4RLjAh9tHdT2A,Layounak Restaurant,4.1,995
ChIJLZOsKGnDST4RnyLTPpeVEdU,مطعم مذاق الفخار,4,1031
ChIJ0yLJyfP9ST4RNOksnykUNZE,٧ جرام - النخيل مول,4.9,1741
ChIJ1YzMpcDCST4RxxWkhQVnNjc,Silver Tower Restaurant,3.9,215
ChIJG19ko5n7ST4RP8wVN14QCDg,Subway,4.1,1445
ChIJc80UUCnmST4RSj4-yFosK84,Caffeination,4.1,1246
ChIJE9x0J239ST4R5JlDh3XYMOU,كوب وحلى | cup and dessert,4.8,199
ChIJ5-eliTj9ST4RBjX8m1Ri8Ik,مطبخ المنار,4.5,224
ChIJnRn-g5TpST4RU6pyVXkiOms,Maskob,4.4,3747
ChIJ1brjSVXpST4RnbjnJWB72AQ,Olden,4.6,316
ChIJnXMPdnXoST4REBE5_PEIHR8,Segafredo Zanetti,3.7,25
ChIJdX4tJ3flST4RG0rJBPBV140,Student Tainment Coffee Shop,4.2,462
ChIJB3c1jmzjST4R2-5wBBmzgiw,ADAM Coffee آدم كافيه,4.7,331
ChIJnS-GzM4DNj4RnLG8y5yHOi0,Camel car services & Shisha bar | مغسلة و مقهى وشيشه الجمل,4.2,825
ChIJgeEr1gLlST4R128OAAilJM0,كيتو اكسبرس Keto Express,4.5,125
ChIJ94hOdoT7ST4RG1u684B2cX0,Horizon Restaurant,4,1898
ChIJDX1uaQ78ST4RKmBMJO3AUAU,دروازة الصيّاد البحري للمأكولات البحرية,4,8636
ChIJFRQKwOL9ST4RY2c34mjdE5o,مطاعم أبو هلال,4.1,851
ChIJGx_3Msz_ST4RAcvUbt-L6tw,مطعم مشهد,4,224
ChIJOdve8LD8ST4R7Jve8rYc8Oc,Mishwar,3.7,1089
ChIJP4ZH8Az7ST4RWfIwvz21-Js,Lorenzo Pizza | لورينزو بيتزا,4,150
ChIJMygUfRP9ST4RG6Sokz807Iw,كبدة عربان,4,1156
ChIJ_ZBe23j7ST4RjjNB-hJeeew,Maimona Restaurant,3.7,1373
ChIJV6h2P9DnST4R6BLzKx8PQFU,Pianolla Cafe,3.9,174
ChIJb0YSNKDCST4RWaKQOO_Pxlw,Rukn AlBukhari Restaurant,4,350
ChIJ3wCtejTkST4RRtA2JF0haBo,Herfy,3.5,609
ChIJF0etjw_kST4R_5InePIK-r4,Al Midra Dining Hall,3.6,85
ChIJeZHFp2HvST4R-lnLiYa6sUQ,Carlton Al Moaibed Hotel,4,5265
ChIJ752b-AjpST4RdQd2bs1NnRk,DeFlore ديفلور,4.4,626
ChIJlbHk10_nST4Rew8-dJ4Ca_k,Abo Saif Tea,4.4,1687
ChIJcYGnBQP9ST4RSYYm7AL92Xo,Costa Coffee,4.7,454
ChIJ5aNJQDroST4RkdcZe1FoqLE,Semiramis,3.8,785
ChIJd5iDuvr8ST4RHzpo7HpczmE,مطعم الرواق الشعبي فرع القادسية,4,3135
ChIJh56HybT7ST4RapCd9l2VxNU,Nilamuttam Restaurant,4.2,626
ChIJafLkGCv9ST4RY4uN2HcbK0k,Tasty And Crispy Restaurant,3.6,32
ChIJDcmDgen9ST4RJx0qHD2biRE,مطعم ميدار للمأكولات البحرية medar,4.2,1162
ChIJZ8_GavTpST4RZvtYK5NuyoU,SALATA | سلاته,4.2,1039
ChIJz2E3SVHDST4Rrz6BIJV8ogs,Alennabi Grill,3.8,2558
ChIJ76lAFE_oST4RIX73CrTOy5g,manoosha alreef,4.2,1898
ChIJAUidexb9ST4RG733DMVWXac,Burger King - King Fahd Othaim,3.8,1539
ChIJwxUZ3lEBNj4R6iArnzpEhMk,Barn's | بارنز,4.2,91
ChIJkfpOL8T7ST4ROG4ZVNPRe_Q,نويمي كافيه,4.6,23
ChIJa-a7qGvjST4R8wwOeKMtoP0,مطعم اتراكتف Attractive,3.9,44
ChIJP03NWwD7ST4R_DGNMAHK98A,باك تيم,3.3,4
ChIJJaK8xTDmST4Rr3xsQsGvTKQ,Azal,3.5,302
ChIJ6TIHD-D7ST4RMU5Yud1MO_k,crepele,4.1,406
ChIJBdfyNd_lST4RhBydLB6Mp8k,Meltzone,4.1,428
ChIJH8FEVsTnST4RDL-dwKrvK6I,Kokoro,4.6,2228
ChIJw7CJAQkDNj4Rmo98KdA7CGU,IN CASE SPECIALTY COFFEE,4.3,7
ChIJmav7mWX_ST4RlmwLnVHg5f0,كيان كافيه,4,128
ChIJH_gec1rdST4RLxvRKQrIiNk,Al-Fanar Coffee,3.8,32
ChIJ-d9snQnoST4RyYG176akmgc,AlRowad Restaurant,4.3,289
ChIJO-PmsR3_ST4R26CSUCuT6Ko,Cousin’s Pizza - كزنز بيتزا,4.1,404
ChIJKXjVf937ST4R-iaF_cH4dZI,القهوه المثاليه (الشاطىء),4.2,75
ChIJxymH9Br9ST4RBk25IJZT8fE,Al lahib,3.9,283
ChIJaXe2K3n9ST4R66acQ8A9OXY,Terrace Cafe,4.1,110
ChIJV2CYUIzpST4RPpHTv73_b5I,Carpet Cafe & Brunch,4.6,551
ChIJbTn6BQ_oST4RyP0Y0cy9g7k,الشروق الذهبي للأكلات الشعبية,4.1,155
ChIJOZshG7LpST4RHBLfW4JkKgM,Macéo,4.2,2883
ChIJcf4Tngv8ST4RvovIQv0AFEI,Griffiths,4.1,7
ChIJFZk0eKb9ST4RyymXNmktR5Y,Atlas Restaurant,3.9,1751
ChIJgQNxSYHjST4RXQ9-pxWi4oU,Healthy Nation هيلثي نيشن,4.7,280
ChIJA-xpJUrpST4ReswmhKZQRcQ,Otono,4.1,656
ChIJbwY-pcH7ST4RHjewjbqGhpk,Istanbul Gate Restaurant,3.7,291
ChIJ077_ERPmST4RfRt6YPpQrUE,Kudu - Doha Center,3.7,1213
ChIJX7Cg0ln_ST4ROB3wRbG1rBM,Freshhouse فريش هاوس,4.5,355
ChIJMxcdlcrlST4RZ2dJ36ZxiU4,Dantella,4.1,1739
ChIJQ3aXnGzpST4RuakOjuuR49s,كيف التوأم الخبر الشمالية,4.4,3093
ChIJw9I4jpP9ST4Rx9xkS3H-KBU,keen Cafe & Rest,4,477
ChIJzTYSmmLpST4RJt1g8yJvdeM,ATYPICAL,4.2,728
ChIJufwGto7CST4Recm5GojTovM,Sea Rock Bufiya,4,182
ChIJVVY69WjDST4R8HCZePtbTZA,Blue sky بلو سكاي,3.2,40
ChIJE2SRr6rnST4RTq35n1Gv9VE,ILFIGO,4.1,2393
ChIJX8ilRgDpST4RsiK3nCUUXXo,شاي مضبوط المثلجات,4.4,40
ChIJeRI7hn3pST4RUOGbnAnpSJ0,اوراق الشاي الفاخرة,4.5,428
ChIJ36NJ48X9ST4RELsjHaBE7X8,AlBaik,4,10741
ChIJ49AF1g_7ST4RytkEUCvGmrk,بوفية الصنعاني,3.8,367
ChIJL-t-PFT_ST4RGTb91EXsESI,Baab Al Murad Grill,4.1,2609
ChIJ4wXxYvboST4RkgkghQTIYd4,مطعم الرواق الشعبي/ فرع العزيزية,4.1,3392
ChIJTVmLKGfmST4RRrNhKj8u_rs,Shatiraty,4,175
ChIJH2RZzeADNj4R-oIsgNwomNU,برغرايززر | Burgerizzr‎,4.6,774
ChIJK_PTFyTjST4RsLX8rAOZRtE,Milan Way Cafe and Restaurant,4.2,2328
ChIJlYE8ISj8ST4R1qNDwAB4lQc,Starbucks Coffee,4,4178
ChIJeQVOj2jpST4RV7kEIuJeEH4,بوفيه كرك ياسر,4.2,121
ChIJd-KcJIL7ST4RTDyH2wxMcVw,Nehari House Restaurant,4,1308
ChIJCdTc7z7oST4RZRXPfl5j5Ho,Al Wazzan Restaurant,3.6,5361
ChIJtyw3RWnDST4RXZbFCLkp2xE,AlSham Broasted,3.9,548
ChIJC_88BgsDNj4Rx4Mo1ZM7HNI,graph cafe,4.2,328
ChIJ6f9d_q_jST4RJiKjNwr3OrM,Nabil's Maqlooba,4.3,1376
ChIJc5FnKmX7ST4RqS76m3e8eS0,Saraya Alzad Restaurant,4.3,143
ChIJd4FHU93pST4RoxSiqirb8_w,مطعم فله,4.3,2345
ChIJ1aHQpgADNj4R9Ap58h8H8ww,مطابخ الاندلس للاحتفالات,4.1,145
ChIJDzjl-2TlST4RU2VOMsSjurE,lahza,4,290
ChIJIVGWAK8DNj4RpqR78iYbMbk,دكة سعف,4.5,22
ChIJm68NBFLvST4Rrr2NCOnowJ8,Spicy Restaurant,4.2,187
ChIJrVV0gfLkST4R6PUAqJD_fbo,مطعم الرواق الشامي للمشويات والمعجنات,3.7,334
ChIJP2Op3GLoST4RbFWSOeRo5ZM,Zaatar W Zeit - Al Khobar Centre,4.3,3077
ChIJJco0Xfr_ST4RfXWaJiAtXpk,UNAGI RESTAURANT,4.5,957
ChIJkd8RFQD9ST4RXdlGqCgRJ6E,Herfy 82,3.8,69
ChIJc6fP5179ST4R-lHBd2XcqY4,المشوى العنابي,3.4,181
ChIJJaGGYmj8ST4RVIpkLWcCdAU,مطعم فاكهة لبنان,3.8,454
ChIJ0bRjQFPoST4RU7SC23WAXyg,Cosmo,4.1,2431
ChIJGfkfmDADNj4Rx3gkuZhBogo,ركن الرحلات Rokn Rhlat,4.1,1375
ChIJZ2MZLAD9ST4RglLqcpNX5N4,Hardee's,4.2,84
ChIJm7aUp-HjST4RnGZdANEpxMk,Biryani Athawaqa Restaurant (Al Shula District) مطعم برياني الذواقة - حي الشعلة,4.1,1384
ChIJB-AFtNr7ST4R5iVli-mit94,مطعم صياد دارين للأسماك,4.5,156
ChIJc4fLHCTjST4R-l2GQrw1lgA,Starbucks,4,826
ChIJUw8eQxTDST4R-QdO_yINTu8,الطبق الحجازي,3.6,128
ChIJy-ls3DX9ST4RaSAwngA_n_Y,"L'ETO caffe - Nakheel Mall, Dammam",4.6,3618
ChIJQ7nKlVzDST4R2Oa8PBKI578,مطعم سمك وسمج,4.3,138
ChIJkeQce4XpST4RlN-9IPaABmM,محمصة الخيل الأسود، Black Horse,4.5,117
ChIJ7XoyL4j9ST4R1c7ZvH6__Lg,Choco Bliss,4.9,347
ChIJNb-iHCnpST4R88Ucjv2OLv4,Maven coffee,4.5,10
ChIJW3BQmW3_ST4R-OdSr0CctVU,(مطعم زاوية المشوي) باربكيو كورنر,4.4,132
ChIJ0-XG6Lr9ST4RvZSMjIN8RHI,BIRDS | بيردز,4.4,721
ChIJ_RWBYQn7ST4RDj2eilR0klU,Ifrane Restaurant,4.2,758
ChIJTyi6C8j7ST4RjHcDVkGLq9E,SASCO,4.1,319
ChIJZ8cQl3voST4R6o5X6E8-gaM,King Fahad University Hospital,3.3,1592
ChIJ6dd2ZB79ST4RvnVsqqwf0cQ,Okashi,3.9,743
ChIJHX5YaEr-ST4RDfYW5KYmSp4,مطاعم ومطابخ الجواد,4,294
ChIJpx4XmRHpST4Ro5RrEkroCcw,Bin Aqawel Kuwaiti Restaurant,4.1,498
ChIJcQzkZL3uNT4RplDGnWnFy0M,مطعم هرفي,3.7,1024
ChIJUQNP_fDbST4RH4GDBATPsMo,Icon Sandwiches…Shwarma,3.8,13
ChIJxXIQ1mbmST4RyVDvR1R7ZB4,Shawarma Guys,3.8,264
ChIJx7P1u0jnST4RtFJ6GCm9s5Y,Aldaar Garden حديقة الدار,4.2,107
ChIJzaJjZ7n8ST4R-OfyMzzN970,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,4,1064
ChIJJ3qpZx_mST4RCRvOdntIZA0,Barn's | بارنز,4.3,702
ChIJvelKa5b7ST4RdacebRCCZcE,Balcony,4.2,3033
ChIJWSEW51voST4RFS5sQk_oE9g,Queen of India,4.2,3299
ChIJZUMsihbpST4R2VasuKzmcxU,مقهى قدر,4.4,15
ChIJKWleOwD7ST4ROvwn7q_DGtU,فيو كافيه View Cafe,4.3,84
ChIJ98pfFEz-ST4RxTjx5elFpAc,BurgerWorks,4.1,687
ChIJlwCYt7X7ST4RGEtqEqWJyBE,دار مبارك للماكولات البحرية والخليجية,4.5,4209
ChIJJ6Px_UD9ST4R-huk8ZEPNCs,Patatia,2.9,51
ChIJsYce9QXlST4RS7_knF61Leo,Novanta Pizza,4.7,918
ChIJUz05W1HpST4Rfz7uEKKTRek,AL DENTE,4.5,2367
ChIJ1VXitbj9ST4RtYuEwiYnNqg,حاشي باشا| فرع الفيحاء,4,2186
ChIJFZsM8y7pST4RcqFY7wJBBLo,Nagham Story,3.6,452
ChIJi_ROWwv8ST4Ra6AsucA3Yt4,Al Bodor Al Bukhari Restaurant,3.8,218
ChIJ14at3oP_ST4RXD6m3riVVis,Waraq 3nb Station,4.2,1948
ChIJ3SKAWyLFST4R6HtVccuCbyk,مطعم عريكة ماضينا,4.3,1446
ChIJMxg2F3T8ST4R5NPElnk1Snk,مشويات عيال الذيب,4.1,406
ChIJeR8bjqvnST4RV4ASjE5lJPY,STREAT | ستريت (Dhahran),4.1,326
ChIJD9M6CO_8ST4Ri33im-lt7iE,SASCO,4,746
ChIJSde0azznST4Rvs4yst4lM1Q,Ray’s Pizza,4.2,567
ChIJI7VJYh79ST4RxFaYTpgDSus,مكبوس اكسبرس,4.1,1268
ChIJqWWBxGzpST4RkfrrcnA7h8g,Aged | ايجد,4.7,283
ChIJLZa3VhzpST4RmVO8_u2Grxg,Urth Caffe,4.2,3099
ChIJ7X6nQiXoST4R1zbfE3Y7dUw,Al Quds Restaurant,4,1946
ChIJTV8MVG_DST4R5HTfs3_DG0o,Almassa Steam Tea,4.3,730
ChIJ4dMW60HpST4R9DuBaLF8H7A,10 ° Coffee House,4.2,784
ChIJYf2YL-z7ST4RhOF7SHympdA,pianolla café | بيانولا كافيه,4.3,43
ChIJmbssuzDoST4R0p29v1Y_1No,مطاعم القرية الصيني,3.7,365
ChIJp8-lKYb_ST4RwNRno_iHphk,Lemons,4.4,1376
ChIJdfLwB4n_ST4RkTilOD7Q0fo,MAZAR Shawarma & Potato,4,1445
ChIJC5-aYYTlST4RbdEnRb2jhWQ,Enab Beirut عنب بيروت,4,759
ChIJ83pKHgD7ST4ReQmiFXaEHNE,التقاء القهوه,4.5,2
ChIJFXhv7z__ST4RpCwlAA3x8YI,Soren specialty coffee سورن كوفي للقهوة المختصة,4.3,655
ChIJ75KLC4T7ST4R-G30VJky-iY,Empire hotel kerala,4.1,243
ChIJ9ynTXlv9ST4Rz_Qd-y4f3lI,kyan,4.1,213
ChIJGRTxl-jiST4RtgN_sSvipg4,Shawarma Dream,4,247
ChIJzRgxk8z_ST4RLXJUqGoDFdk,Babel,3.9,367
ChIJjQfdRiv7ST4R48xuhZgBsUc,Novotel Dammam Business Park,4.1,7481
ChIJvQoKh0DvST4RkUrUi_uSgAQ,Krab,4.7,488
ChIJA23adiTpST4RmJr5WiB9i38,The Pantry Restaurant,4.4,3500
ChIJ1Y2phef9ST4Ri-l-0NQtUIU,Nagham Aliali cafe,4,376
ChIJlXl2dzb-ST4R0ENBfzX-3eo,مشويات تايم,4.1,178
ChIJd2BRlcrlST4Rxi7F2ABbH4E,شاورمجي | SHAWERMAGY,4.1,1121
ChIJ-RpOoQTvST4RESV8X2AVhgU,Title Cafe,4,661
ChIJo8le9J77ST4R8QJl8orKMOE,Kudu - King Saud St,3.9,1604
ChIJCfwjMu37ST4RtV8PIDGLq8E,تشكي تشيز | Chuck E Cheese,4.1,3008
ChIJIwsPcNfiST4RPTWzz1Td_jw,Sama Deeraty Restaurant Taybah,3.8,3109
ChIJowCai3P7ST4RF3D96Y6_IIg,Al Tazaj,3.5,2333
ChIJc_ZgrCf9ST4R44RT6Rj_G1A,Karak Al Bait,4.4,258
ChIJ9_Qr0W3mST4R1MPy0toudS4,وقت الكرك,4,541
ChIJl1_GKAP9ST4R_hqgf_EpMrY,Grilled burger,3.8,266
ChIJMyl1cFvvST4R5wuCl1CmIw0,مطاعم الطائف البلدي البخاري,3.9,570
ChIJYy0yEQn9ST4R_VrA4qggYek,Kudu - Panda Hypermarket,3.8,824
ChIJ9WJVY-39ST4RLR-kZP59bpc,Burger King - West Avenue Mall,3.7,520
ChIJOwHtkC38ST4Rc7d7TrOPdkE,Starbucks,4,1785
ChIJn-rChYQdNj4R_xsgDcPhsjI,Blue Sky بلو سكاي,3.8,30
ChIJU79gxvj9ST4RI9DkVsB3md8,Caffe Di Classe,3.8,5
ChIJ5x0IafwDNj4REG3OwGDFNPo,Starbucks,4.2,586
ChIJY0dtgzf9ST4RO2B3A_FJLyQ,Aliki Restaurant,4.6,202
ChIJcxViI0XDST4R4z8LvkdxPfQ,Ocean,3.5,1864
ChIJtxcOeMX9ST4ReG9fB4jvpBo,الرواق الشعبي - حي بدر,4,1835
ChIJM8WiWDjoST4RkmquLDX61yY,مطعم طباق Thabbaq Restaurant,3.9,1069
ChIJaSR4_cvvST4RoHpV7hcFqm4,Bling | بلنق,4.2,287
ChIJ54Ca1XX9ST4Ru5P7SKj7bT0,مطاعم شباب البخاري,3.9,981
ChIJXzENQzTkST4RvSdXaFBkX4M,مطعم أبو سمرة البخاري,3.8,268
ChIJ4wPCYpv9ST4RWcHTC38Zujc,مطعم أبو نواس,3.6,1828
ChIJ1QI-nRD8ST4Rdn3i4sL-b1E,مطعم دار الميدان الشامي,4.2,1466
ChIJDT1bj-L7ST4R3wY6nx1nRhs,Kebdat Hijazi,4,459
ChIJXbHCGKj8ST4RlY2hatLQ4m0,Cheeze & Bread,4.1,460
ChIJc0X9y179ST4R4_rTIF5450g,Crepe Affair,3.9,106
ChIJqygh3VTlST4RExh7KRmsdJ8,Eastern Wall Restaurant | 达曼中餐馆 مطعم السور الشرقي,4.1,415
ChIJB3REZWf8ST4RuHiLtqqON90,Al Jazeera Kitchen Facilities,4.1,65
ChIJU7mt793_ST4REsIzq59LSbA,Muscle Food Restaurant,4.3,160
ChIJ9SQUClzvST4RxIppws1OmiA,Chick 'N' Dip - Dhahran Mall,4.5,2060
ChIJWa0QUdjnST4RZ_qAfm5MeOI,Pinkberry,4.3,66
ChIJbykzz7vpST4Ruzil9vYw5PI,OffTheEarth,4.5,955
ChIJ698JSh_8ST4Rx8EyjV1rTmI,Tathleeth Bukhari Restaurants,3.8,193
ChIJ57_nYEv7ST4R81PavKhGsI8,كرك وكيك,3.4,16
ChIJt9hlz5P9ST4R_ysWK67s9-Q,Noodlez,4.2,98
ChIJKRdBGzj8ST4RdGi2Xr8LEYo,مجلسي كرك وجباتي,3.6,366
ChIJB-jNAyXpST4R0okKGeuGJ_I,مقهى الزمن الجميل,4,1257
ChIJ72tN9GDpST4RZAC56OK6eLQ,The Usual | ذا يوجوال,4.5,1508
ChIJAxokAIbpST4RdDoDpRw-lUA,Zankil,4.4,2684
ChIJNQ7yuDb8ST4Rh7UI_8ax-Z8,مطعم السلطان إبراهيم للأسماك,3.3,134
ChIJF7h9yljpST4RNlACttAa7js,Chaichi | چايچي,4.2,744
ChIJo-jKeIj9ST4RlqUc3LChcOo,The Lock,3.7,106
ChIJ1S6uyhfjST4RrKNLjzDC7Ig,Epic Burger,4.3,930
ChIJqR80H5_pST4REy_xRjlW9nQ,بلو سكاي,3.7,49
ChIJ4f0eADvoST4R9eqw-6tG46Y,مطعم بكي,4.1,4825
ChIJuTzUEQ7pST4RtFuLLuaUu6E,Balancd Coffee,4.4,2652
ChIJoSV09K3pST4RjshaezOmAs8,Peek-A-Brew,4.1,475
ChIJkUgM9i_oST4RVIRcHPrx-4A,Socrat,4.1,1617
ChIJJ0aJfcT9ST4RkN-cwJNzbG8,بوفية حدايق لبنان,3.7,72
ChIJ0yBT9TX7ST4R9yAcgUc7fx4,Shwaiat Al-Khalij,4.3,2119
ChIJcXa2pFzoST4RKkSoqoQgqTI,مطعم مكسيم,3.9,1413
ChIJnWs1r_rpST4R86nEWyqAyFc,فوال صباح النور والعافي,3.8,12
ChIJcQGAbobpST4Ral-lRElZCdo,Derby Coffee,3.8,2363
ChIJw8AzNH_lST4RRQC7C-c-CGU,KFC,3.7,1923
ChIJX9y-C3T7ST4RgoP9NjH6iDs,Noodlez,4.1,1377
ChIJ1fZfzBL9ST4RW2T3w-rGYGY,مطاعم صدفة,4,752
ChIJZZWX5sT9ST4RMLFk8mw52SY,بيف تاون BEEF TOWN,4.6,467
ChIJqbRSXzroST4RDr0O_DLB8Sc,Abu Hilal Restaurants,4.2,2435
ChIJ7eerlBH_NT4RGOv6s9vnoYw,Areej Broasted,3.8,188
ChIJndfCd3DpST4RPatTKy0PfJ8,TAKE Steak Burger,4.6,634
ChIJkSygQw3_ST4RTJb1EI8jzew,Mays AlQamar,3.8,2691
ChIJWxjeiyf7ST4RrkvESVB1kB4,مطعم بي هيلثي ، Be Healthy,3.8,260
ChIJOafsC6L_ST4RjTzCbZCYIYU,"Tea Break, Saihat",4.7,34
ChIJk3UdOf_jST4RDng7NftzLW8,Tim Hortons Mazaya Gas Station,4.2,1859
ChIJH3YF0KXlST4Rq6IQCJdOtt4,Subway,4.5,145
ChIJcy8k48T9ST4RK45izH6s-yQ,IHA EST. CONTRACTING,2.7,6
ChIJyahzK1P9ST4RLDVNleo0xJs,Wild Burger وايلد برجر,4.1,307
ChIJPSGimbTpST4RU034R9hdwTQ,BRNX PIZZA | برونكس بيتزا,4.3,625
ChIJLQMZe1n9ST4RHdrS27oSavM,TIKKAH TIME GRILLS,4,179
ChIJEXst-FsBNj4RVASPMzPo4Z0,Saihat hotel Dining area,3.3,14
ChIJD-1BvGP8ST4Ryg1VvLKbsGs,The Palm Restaurant,4.1,715
ChIJDdt8cLn8ST4RZWAMc3bV1oA,مطعم كواتم ريدان,3.8,450
ChIJHW4gKJjDST4RUnYHqQUvbcY,Raising Cane's,4.6,2378
ChIJZ99aLGX_ST4R8do_2Hptnok,Innovation Taste Coffee,4.4,1627
ChIJe4E5MHD_ST4RnVH8CM0S4og,مطعم فجر سيهات,4.2,2306
ChIJ5bzffHDpST4RgRZUDN1uKiY,Hellenika,4.3,1151
ChIJZ_KnnQv7ST4Rumtok_WTVOs,Waha Downtown,3.8,5270
ChIJ20mTsAzmST4R_Hwq7gaeqj0,Burger King - Doha,4,1162
